age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level,engagement_ratio,activity_score,premium_watch,inactive_flag,notification_rate
1.6792883256993458,0.867739048808066,-0.7411529183842576,-1.4113933755595192,1.4286168594932802,-0.8702304249518334,-1.3576001946661989,-0.10637617231506735,-0.01079224019946289,-1.0239503127319542,1,0.0466868464062917,-0.6709863349921071,-0.5931691736760356,0.6504997349141194,-0.5558895003892644
0.2642928541718968,1.9976357183289308,-0.14161595288581988,,-0.5607307911193455,0.41531777026950795,1.2367457443812737,-0.5753379900155844,-0.01079224019946289,-0.7902712917518648,2,0.021851105308258078,-0.8987790885880153,1.7157092355319792,0.6504997349141194,0.05322062080816114
1.0425403635119936,1.2019291314820868,,0.4960395773596174,-0.06339387846618909,-0.8702304249518334,0.2200426061059127,1.8280913256995657,-0.605952545316909,1.5465189180490289,1,,1.4930448241690202,-0.5931691736760356,0.6504997349141194,-0.5152821589761026
1.6792883256993458,-0.28588511658265464,-1.4406127114657683,1.6231590495391073,0.9312799468401238,-0.8702304249518334,0.9562759131328985,-1.5132616254166187,0.5843680649179832,1.3128398970689394,2,0.3586439279366585,1.4930448241690202,-0.5931691736760356,-1.537279642599735,-0.23683181785727964
1.537788778546601,0.7367365363998497,0.024922093085968326,-1.6714978691394013,0.43394303418696734,0.41531777026950795,0.25510133501195964,-0.16499639952763198,1.1795283700354293,0.378123813148582,2,-0.1415597791759133,0.4679774329874335,0.8147475809718551,0.6504997349141194,0.18857842551870022
1.396289231393856,,1.2573036332772014,0.06253208805981368,-1.058067703772502,-0.8702304249518334,-1.4277176524782929,-0.04775594510250271,-0.605952545316909,0.9623213655988054,0,,0.6957701865833417,,0.6504997349141194,-0.08213718390237792
-1.433701711661042,1.9976357183289308,0.19146013905775672,,-0.06339387846618909,-0.8702304249518334,0.39533625063614747,-0.9270593532909722,1.1795283700354293,-0.5565922707717754,2,-0.0429946444964749,-0.5570899581941531,-0.5931691736760356,-1.537279642599735,0.45929403493977816
-0.018706240133593014,-0.8139054472076077,-0.37476921724632345,-1.151288881979637,-0.06339387846618909,-0.8702304249518334,-1.3576001946661989,-0.3994773083778905,-0.01079224019946289,1.1960003865788948,1,-0.28564717853789723,1.151355693775158,-0.5931691736760356,0.6504997349141194,-0.1904234276708091
0.8302910427828764,-0.6000237942962343,-0.8077681367729729,1.536457551679146,0.9312799468401238,-0.8702304249518334,1.6574504912538368,-0.809818898865843,-0.605952545316909,-0.32291324979168606,2,-0.21530242605713698,-0.10150445100233682,-0.5931691736760356,-1.537279642599735,-0.7009157197219849
0.5472919484773866,0.37046420578912265,-1.540535539048841,-0.8911843883997547,4.412638335412219,-0.8702304249518334,1.2016870154752268,1.8867115529121303,2.3698489802703215,1.1960003865788948,2,1.7318474102427979,2.1764230849567445,-0.5931691736760356,0.6504997349141194,-0.35285279332345587
